participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.age,player.gender,player.covid_positive,player.location,player.reading,player.Prolific_ID,player.attention_check,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,h1egbe5y,5cc73bee30113f00161658b1,0,446,446,payment_info,PaymentInfo,2021-01-21 21:26:04.569108+00:00,1,,,2640,1,,50,Female,0,England,0,5cc73bee30113f00161658b1,Chicago,0,1,1,fh0x4vmd,,,,,0
2,jngq4kk2,5fcfa3168335430d143b4431,0,446,446,payment_info,PaymentInfo,2021-01-21 21:26:04.825254+00:00,1,,,2420,2,,18,Female,0,England,0,5fcfa3168335430d143b4431,Chicago,0,1,1,fh0x4vmd,,,,,0
3,tixyujmh,5f4412624052727181839e3a,0,446,446,payment_info,PaymentInfo,2021-01-21 21:26:04.752693+00:00,1,,,2520,3,,22,Male,0,Wales,0,5f4412624052727181839e3a,Chicago,0,1,1,fh0x4vmd,,,,,0
4,u34y9nda,572f526c3c27e7000e0b8aaa,0,445,446,end_survey,Feedback,2021-01-21 21:26:04.908024+00:00,1,,,260,4,,30,Male,0,England,0,572f526c3c27e7000e0b8bbbb,Tokyo,0,1,1,fh0x4vmd,,,,,0
5,cxwfqom9,5ea4864445b9ce057f270e90,0,445,446,end_survey,Feedback,2021-01-21 21:26:38.401250+00:00,1,,,260,5,,0,,0,,0,,,0,1,1,fh0x4vmd,,,,,0
6,q1nz45sd,5ebc1b7eee44e501328a5dee,0,446,446,payment_info,PaymentInfo,2021-01-21 21:26:05.163672+00:00,1,,,2900,6,,43,Female,0,England,0,5ebc1b7eee44e501328a5dee,Chicago,0,1,1,fh0x4vmd,,,,,0
7,ytmvdgau,5f3013e31c8a690aacb02c31,0,446,446,payment_info,PaymentInfo,2021-01-21 21:26:04.983870+00:00,1,,,2150,7,,28,Female,0,England,0,5f3013e31c8a690aacb02c31,Tokyo,0,1,1,fh0x4vmd,,,,,0
8,y6j8twbs,5db31089a1f8d3000c10a6c5,0,446,446,payment_info,PaymentInfo,2021-01-21 21:26:05.235247+00:00,1,,,2270,8,,58,Female,0,Scotland,0,5db31089a1f8d3000c10a6c5,Chicago,0,1,1,fh0x4vmd,,,,,0
9,p77pbbiy,5d7e8b886984850001138382,0,446,446,payment_info,PaymentInfo,2021-01-21 21:26:05.071722+00:00,1,,,2980,9,,34,Female,0,England,0,5d7e8b886984850001138382,Chicago,0,1,1,fh0x4vmd,,,,,0
10,fu1vgdim,5ea4cebb8944a8495280db42,0,446,446,payment_info,PaymentInfo,2021-01-21 21:26:06.685871+00:00,1,,,2170,10,,24,Female,0,England,0,5ea4cebb8944a8495280db42,Chicago,0,1,1,fh0x4vmd,,,,,0
11,hzqxcdvn,5bbc3d95f1f9ba000141d855,0,446,446,payment_info,PaymentInfo,2021-01-21 21:26:07.255804+00:00,1,,,2610,11,,62,Female,0,England,0,5bbc3d95f1f9ba000141d855,Chicago,0,1,1,fh0x4vmd,,,,,0
1,wdllxu57,5f5b76c81a328c2a9a84f757,0,446,446,payment_info,PaymentInfo,2021-01-21 22:29:11.788745+00:00,1,,,1390,1,,33,Male,0,England,0,5f5b76c81a328c2a9a84f757,Chicago,0,1,1,8mg61jr9,,,,,0
2,du14oyms,5f088d02d931c10a63acc48f,0,446,446,payment_info,PaymentInfo,2021-01-21 22:29:11.902083+00:00,1,,,2780,2,,21,Female,0,England,0,5f088d02d931c10a63acc48f,Tokyo,0,1,1,8mg61jr9,,,,,0
3,9z2b9da2,5fea1afc539a389dc0cfc46a,0,446,446,payment_info,PaymentInfo,2021-01-21 22:29:12.035643+00:00,1,,,2170,3,,22,Female,0,England,0,5fea1afc539a389dc0cfc46a,Chicago,0,1,1,8mg61jr9,,,,,0
4,kf1tn1a4,5e6e6df77fa76d000ba0f155,0,446,446,payment_info,PaymentInfo,2021-01-21 22:29:11.986655+00:00,1,,,2890,4,,34,Female,0,Scotland,0,5e6e6df77fa76d000ba0f155,Chicago,0,1,1,8mg61jr9,,,,,0
5,cyvz259n,5fbc09e242e4d907cad1af91,0,445,446,end_survey,Feedback,2021-01-21 22:29:12.401818+00:00,1,,,380,5,,19,Female,0,England,0,5fbc09e242e4d907cad1af91,Chicago,0,1,1,8mg61jr9,,,,,0
6,syoutt4z,5f75d01a857e4e27a575f7ca,0,446,446,payment_info,PaymentInfo,2021-01-21 22:29:12.080875+00:00,1,,,2180,6,,39,Female,0,England,0,5f75d01a857e4e27a575f7ca,Chicago,0,1,1,8mg61jr9,,,,,0
7,udd1bx16,5f068d28ea1cc71f50c3e13a,0,446,446,payment_info,PaymentInfo,2021-01-21 22:29:12.323856+00:00,1,,,2430,7,,25,Male,0,England,0,5f068d28ea1cc71f50c3e13a,Chicago,0,1,1,8mg61jr9,,,,,0
8,vo3pcrbx,5ef5f74fb4a08f2676fb3aba,0,446,446,payment_info,PaymentInfo,2021-01-21 22:29:12.173698+00:00,1,,,2410,8,,50,Female,0,England,0,5ef5f74fb4a08f2676fb3aba,Chicago,0,1,1,8mg61jr9,,,,,0
9,cnokmlwj,558996f2fdf99b7ae47f5ed2,0,445,446,end_survey,Feedback,2021-01-21 22:29:12.242622+00:00,1,,,380,9,,34,Male,0,England,0,558996f2fdf99b7ae47f5ed2,Chicago,0,1,1,8mg61jr9,,,,,0
10,hsi8flhh,5ee9ea0466afb7000be846b9,0,446,446,payment_info,PaymentInfo,2021-01-21 22:29:12.485883+00:00,1,,,2190,10,,23,Female,0,England,0,5ee9ea0466afb7000be846b9,Chicago,0,1,1,8mg61jr9,,,,,0
11,ltwtoj8s,5ca5fb084f3e9d0015440d1d,0,446,446,payment_info,PaymentInfo,2021-01-21 22:29:13.587960+00:00,1,,,2380,11,,42,Female,0,England,0,5ca5fb084f3e9d0015440d1d,Chicago,0,1,1,8mg61jr9,,,,,0
1,503lai8r,,0,2,446,consent,ConsentPage,2021-01-22 06:31:09.293983+00:00,1,,,0,1,,,,,,,,,0,1,1,9b5vtwkj,,,,,1
2,kev08yde,,0,1,446,consent,ExplanatorySheet,2021-01-22 06:36:39.132466+00:00,1,,,0,2,,,,,,,,,0,1,1,9b5vtwkj,,,,,1
3,f8x4cza5,,0,0,446,,,,0,,,0,3,,,,,,,,,0,1,1,9b5vtwkj,,,,,1
4,ibrqmtub,,0,0,446,,,,0,,,0,4,,,,,,,,,0,1,1,9b5vtwkj,,,,,1
5,il2s311p,,0,0,446,,,,0,,,0,5,,,,,,,,,0,1,1,9b5vtwkj,,,,,1
6,q6divw3r,,0,0,446,,,,0,,,0,6,,,,,,,,,0,1,1,9b5vtwkj,,,,,1
7,5jomhgbp,,0,0,446,,,,0,,,0,7,,,,,,,,,0,1,1,9b5vtwkj,,,,,1
8,mzfy538n,,0,0,446,,,,0,,,0,8,,,,,,,,,0,1,1,9b5vtwkj,,,,,1
9,t93rfb59,,0,0,446,,,,0,,,0,9,,,,,,,,,0,1,1,9b5vtwkj,,,,,1
10,pv09sprz,,0,0,446,,,,0,,,0,10,,,,,,,,,0,1,1,9b5vtwkj,,,,,1
11,qkt37r6k,,0,0,446,,,,0,,,0,11,,,,,,,,,0,1,1,9b5vtwkj,,,,,1
1,dy77acd8,,0,1,446,consent,ExplanatorySheet,2021-01-22 06:40:04.333261+00:00,1,,,0,1,,,,,,,,,0,1,1,13399w3m,,,,,1
2,i9ef82ey,,0,0,446,,,,0,,,0,2,,,,,,,,,0,1,1,13399w3m,,,,,1
3,tsblg3xb,,0,0,446,,,,0,,,0,3,,,,,,,,,0,1,1,13399w3m,,,,,1
4,vk4171o5,,0,0,446,,,,0,,,0,4,,,,,,,,,0,1,1,13399w3m,,,,,1
5,xcabpas5,,0,0,446,,,,0,,,0,5,,,,,,,,,0,1,1,13399w3m,,,,,1
6,b65ug8q9,,0,0,446,,,,0,,,0,6,,,,,,,,,0,1,1,13399w3m,,,,,1
7,yo4txpde,,0,0,446,,,,0,,,0,7,,,,,,,,,0,1,1,13399w3m,,,,,1
8,lsefisu1,,0,0,446,,,,0,,,0,8,,,,,,,,,0,1,1,13399w3m,,,,,1
9,rb4eom26,,0,0,446,,,,0,,,0,9,,,,,,,,,0,1,1,13399w3m,,,,,1
10,r5nlbqpn,,0,0,446,,,,0,,,0,10,,,,,,,,,0,1,1,13399w3m,,,,,1
11,uj1z05us,,0,0,446,,,,0,,,0,11,,,,,,,,,0,1,1,13399w3m,,,,,1
1,ie3twi4s,,0,0,446,,,,0,,,0,1,,,,,,,,,0,1,1,ysgs9slj,,,,,1
2,1o6xbb1r,,0,0,446,,,,0,,,0,2,,,,,,,,,0,1,1,ysgs9slj,,,,,1
3,186qntxx,,0,0,446,,,,0,,,0,3,,,,,,,,,0,1,1,ysgs9slj,,,,,1
4,035nsq9z,,0,0,446,,,,0,,,0,4,,,,,,,,,0,1,1,ysgs9slj,,,,,1
5,uu0gg84z,,0,0,446,,,,0,,,0,5,,,,,,,,,0,1,1,ysgs9slj,,,,,1
6,wxyy3mjz,,0,0,446,,,,0,,,0,6,,,,,,,,,0,1,1,ysgs9slj,,,,,1
7,au38cgyg,,0,0,446,,,,0,,,0,7,,,,,,,,,0,1,1,ysgs9slj,,,,,1
8,7x9dx3ov,,0,0,446,,,,0,,,0,8,,,,,,,,,0,1,1,ysgs9slj,,,,,1
9,jo2tgc78,,0,0,446,,,,0,,,0,9,,,,,,,,,0,1,1,ysgs9slj,,,,,1
10,zn8hub5w,,0,0,446,,,,0,,,0,10,,,,,,,,,0,1,1,ysgs9slj,,,,,1
11,h0bpqmjo,,0,0,446,,,,0,,,0,11,,,,,,,,,0,1,1,ysgs9slj,,,,,1
1,wok9ydu2,5f0521b61eb1e5821cd133b4,0,445,446,end_survey,Feedback,2021-01-22 07:17:33.022620+00:00,1,,,370,1,,39,Female,0,England,0,5f0521b61eb1e5821cd133b4,Chicago,0,1,1,l96mug06,,,,,0
2,bimj9wjy,5e9ffbdcaf81220009abc94f,0,446,446,payment_info,PaymentInfo,2021-01-22 07:17:32.920471+00:00,1,,,2310,2,,29,Male,0,Northern Ireland,0,5e9ffbdcaf81220009abc94f,Chicago,0,1,1,l96mug06,,,,,0
3,qxmif6ct,5f0ed38631c8642506414def,0,446,446,payment_info,PaymentInfo,2021-01-22 07:17:33.090199+00:00,1,,,2720,3,,49,Male,0,England,0,5f0ed38631c8642506414def,Chicago,0,1,1,l96mug06,,,,,0
4,nzlycjid,5c5d36bc034e280001644c3b,0,446,446,payment_info,PaymentInfo,2021-01-22 07:17:33.158650+00:00,1,,,2170,4,,51,Female,0,England,0,5c5d36bc034e280001644c3b,Chicago,0,1,1,l96mug06,,,,,0
5,eej4bm0z,573dbfc9cc30e7000dc57410,0,446,446,payment_info,PaymentInfo,2021-01-22 07:17:33.208165+00:00,1,,,2060,5,,56,Female,0,England,0,573dbfc9cc30e7000dc57410,Chicago,0,1,1,l96mug06,,,,,0
6,01zo9tr5,5dc486da84799a35fbede98d,0,446,446,payment_info,PaymentInfo,2021-01-22 07:17:33.522836+00:00,1,,,2810,6,,43,Male,0,Scotland,0,5dc486da84799a35fbede98d,Chicago,0,1,1,l96mug06,,,,,0
7,kevivxvl,5ffb2c0b07b89b53f4ac3a39,0,446,446,payment_info,PaymentInfo,2021-01-22 07:17:33.322155+00:00,1,,,2880,7,,30,Female,0,England,0,5ffb2c0b07b89b53f4ac3a39,Chicago,0,1,1,l96mug06,,,,,0
8,yhrajhjd,5f906e4553c0fa11f0302333,0,446,446,payment_info,PaymentInfo,2021-01-22 07:17:33.940508+00:00,1,,,2440,8,,51,Female,0,England,0,5f906e4553c0fa11f0302333,Chicago,0,1,1,l96mug06,,,,,0
9,2x35psm5,5ea0002d88f78b1aa69ca675,0,446,446,payment_info,PaymentInfo,2021-01-22 07:17:33.420337+00:00,1,,,2350,9,,54,Female,0,England,0,5ea0002d88f78b1aa69ca675,Chicago,0,1,1,l96mug06,,,,,0
10,w3gvndmi,5ef362975f443108e3f152e3,0,446,446,payment_info,PaymentInfo,2021-01-22 07:17:33.891667+00:00,1,,,2700,10,,30,Male,0,Scotland,0,5ef362975f443108e3f152e3,Chicago,0,1,1,l96mug06,,,,,0
11,iddvm782,595d3afcdd044900012ce78a,0,446,446,payment_info,PaymentInfo,2021-01-22 07:17:33.584642+00:00,1,,,2490,11,,51,Male,0,England,0,595d3afcdd044900012ce78a,Chicago,0,1,1,l96mug06,,,,,0
1,hij01hw2,5f516c6df4ec8e3b620267d8,0,446,446,payment_info,PaymentInfo,2021-01-22 08:17:59.404362+00:00,1,,,2760,1,,32,Female,0,England,0,5f516c6df4ec8e3b620267d8,Chicago,0,1,1,o1h88o19,,,,,0
2,db5xzwvt,5fb27c0b98cf2f8613d51afc,0,446,446,payment_info,PaymentInfo,2021-01-22 08:17:59.180006+00:00,1,,,2410,2,,29,Male,0,England,0,5fb27c0b98cf2f8613d51afc,Tokyo,0,1,1,o1h88o19,,,,,0
3,0n0qxsjj,59664cebaf78da0001a22b4a,0,446,446,payment_info,PaymentInfo,2021-01-22 08:18:00.249286+00:00,1,,,2840,3,,36,Female,0,Scotland,0,59664cebaf78da0001a22b4a,Chicago,0,1,1,o1h88o19,,,,,0
4,kjpcv45u,5fba736741a525a075d4dc48,0,446,446,payment_info,PaymentInfo,2021-01-22 08:17:59.746036+00:00,1,,,2280,4,,38,Male,0,England,0,5fba736741a525a075d4dc48,Chicago,0,1,1,o1h88o19,,,,,0
5,ylfxb2ji,5fa1625b165aa923f3e8e2eb,0,446,446,payment_info,PaymentInfo,2021-01-22 08:17:59.534740+00:00,1,,,2460,5,,47,Male,0,England,0,5fa1625b165aa923f3e8e2eb,Chicago,0,1,1,o1h88o19,,,,,0
6,f65prxln,5aeb063b2f05b500013028a0,0,446,446,payment_info,PaymentInfo,2021-01-22 08:17:59.350879+00:00,1,,,2080,6,,33,Female,0,England,0,5aeb063b2f05b500013028a0,Chicago,0,1,1,o1h88o19,,,,,0
7,l1fbwtpm,5d3ef33e8da0790017c90e08,0,446,446,payment_info,PaymentInfo,2021-01-22 08:17:59.671849+00:00,1,,,2640,7,,30,Male,0,England,0,5d3ef33e8da0790017c90e08,Chicago,0,1,1,o1h88o19,,,,,0
8,sbklkua4,5fb2e4366d4958998c926ea4,0,446,446,payment_info,PaymentInfo,2021-01-22 08:17:59.821806+00:00,1,,,2030,8,,53,Female,0,Scotland,0,5fb2e4366d4958998c926ea4,Chicago,0,1,1,o1h88o19,,,,,0
9,lui4ds0m,5e13189b1d6b469661725154,0,446,446,payment_info,PaymentInfo,2021-01-22 08:17:59.605074+00:00,1,,,3280,9,,41,Female,0,England,0,5e13189b1d6b469661725154,Chicago,0,1,1,o1h88o19,,,,,0
10,hy7lv8gv,5ffc406c2a8864000b72f6de,0,446,446,payment_info,PaymentInfo,2021-01-22 08:17:59.462370+00:00,1,,,2370,10,,50,Male,0,England,0,5ffc406c2a8864000b72f6de,Chicago,0,1,1,o1h88o19,,,,,0
11,1svbkxs1,5ef4860d22eb1d04bbcd9586,0,445,446,end_survey,Feedback,2021-01-22 08:18:00.017897+00:00,1,,,280,11,,0,,0,,0,,,0,1,1,o1h88o19,,,,,0
1,bocy2ese,5f18523cacf5301605a612b7,0,446,446,payment_info,PaymentInfo,2021-01-22 21:54:55.883305+00:00,1,,,2360,1,,20,Female,0,England,0,5f18523cacf5301605a612b7,Chicago,0,1,1,jl83w4kx,,,,,0
2,915s98gs,5d3a250e1ea0890001ad7243,0,446,446,payment_info,PaymentInfo,2021-01-22 21:54:55.832968+00:00,1,,,2480,2,,21,Male,0,England,0,5d3a250e1ea0890001ad7243,Chicago,0,1,1,jl83w4kx,,,,,0
3,wscmn612,5d4f3fb8bd127b0019c6dc04,0,446,446,payment_info,PaymentInfo,2021-01-22 21:54:55.920703+00:00,1,,,2250,3,,41,Male,0,England,0,5d4f3fb8bd127b0019c6dc04,Chicago,0,1,1,jl83w4kx,,,,,0
4,l9lpg4ob,5f9d6a9960574128919e970e,0,446,446,payment_info,PaymentInfo,2021-01-22 21:54:55.993461+00:00,1,,,2640,4,,31,Male,0,England,0,5f9d6a9960574128919e970e,Chicago,0,1,1,jl83w4kx,,,,,0
5,ps7ebdsw,5f1ff13e60425e000b850ecd,0,446,446,payment_info,PaymentInfo,2021-01-22 21:54:55.960614+00:00,1,,,2670,5,,29,Female,0,England,0,5f1ff13e60425e000b850ecd,Chicago,0,1,1,jl83w4kx,,,,,0
6,koi9tdsx,5ff4785291948a6754a1c2bf,0,446,446,payment_info,PaymentInfo,2021-01-22 21:54:56.033128+00:00,1,,,2260,6,,22,Female,0,England,0,5ff4785291948a6754a1c2bf,Chicago,0,1,1,jl83w4kx,,,,,0
7,t2wluido,5f1b6b907f8f0400091a03c3,0,445,446,end_survey,Feedback,2021-01-22 21:54:56.084463+00:00,1,,,210,7,,21,Male,0,England,0,5f1b6b907f8f0400091a03c3,Chicago,0,1,1,jl83w4kx,,,,,0
8,dh4bcgks,5be059664c397b0001ec2db2,0,445,446,end_survey,Feedback,2021-01-22 21:54:56.562710+00:00,1,,,210,8,,55,Female,0,Scotland,0,5be059664c397b0001ec2db2,Chicago,0,1,1,jl83w4kx,,,,,0
9,j1bpizz4,556f0592fdf99b0fef6c2e84,0,446,446,payment_info,PaymentInfo,2021-01-22 21:54:56.527248+00:00,1,,,2590,9,,41,Female,0,England,0,556f0592fdf99b0fef6c2e84,Chicago,0,1,1,jl83w4kx,,,,,0
10,b07ugkwv,5c0873675b32d500012e3f2c,0,446,446,payment_info,PaymentInfo,2021-01-22 21:54:56.258489+00:00,1,,,3240,10,,58,Female,0,England,0,5c0873675b32d500012e3f2c,Chicago,0,1,1,jl83w4kx,,,,,0
11,eh0h5ta5,5f1cb98a32a56a56755480bf,0,446,446,payment_info,PaymentInfo,2021-01-22 21:54:56.493819+00:00,1,,,2320,11,,26,Female,0,England,0,5f1cb98a32a56a56755480bf,Tokyo,0,1,1,jl83w4kx,,,,,0
